As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,IHub Balance,Balance Difference,Match Status,Anomaly,Comments
2023-11-29,0000,1634789,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,11762,11762,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1634789,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,47759,47759,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1634789,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,34367,34367,0,match,No,Outstanding balances are in line with previous months
2024-02-27,0000,1634789,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,34882,34882,0,match,No,Outstanding balances are in line with previous months
2023-09-30,1111,1634789,4398,EUR,ALL OTHER LOANS,PRINCIPAL,19296,19296,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1634789,4398,EUR,ALL OTHER LOANS,PRINCIPAL,10795,10795,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1634789,4398,EUR,ALL OTHER LOANS,PRINCIPAL,18781,18781,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1634789,4398,EUR,ALL OTHER LOANS,PRINCIPAL,24638,24638,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1634789,4398,EUR,ALL OTHER LOANS,PRINCIPAL,13360,13360,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1634789,4398,EUR,ALL OTHER LOANS,PRINCIPAL,26449,26449,0,match,No,Outstanding balances are in line with previous months
2023-09-30,1111,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,44681,44681,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,22112,22112,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,20751,20751,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,39982,39982,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,10232,10232,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,17325,17325,0,match,No,Outstanding balances are in line with previous months
2023-09-30,0000,1623456,6783,EUR,ALL OTHER LOANS,PRINCIPAL,44627,44627,0,match,No,Outstanding balances are in line with previous months
2023-10-30,0000,1623456,6783,EUR,ALL OTHER LOANS,PRINCIPAL,28544,28544,0,match,No,Outstanding balances are in line with previous months
2023-11-29,0000,1623456,6783,EUR,ALL OTHER LOANS,PRINCIPAL,17425,17425,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1623456,6783,EUR,ALL OTHER LOANS,PRINCIPAL,23141,23141,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1623456,6783,EUR,ALL OTHER LOANS,PRINCIPAL,18284,18284,0,match,No,Outstanding balances are in line with previous months
2024-02-27,0000,1623456,6783,EUR,ALL OTHER LOANS,PRINCIPAL,15332,24073,-8741,break,Yes,Huge spike in outstanding balances
2023-09-30,0000,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,36089,36089,0,match,No,Outstanding balances are in line with previous months
2023-10-30,0000,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,20307,20307,0,match,No,Outstanding balances are in line with previous months
2023-11-29,0000,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,25265,25265,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,45252,45252,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,35969,35969,0,match,No,Outstanding balances are in line with previous months
2024-02-27,0000,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,17635,17635,0,match,No,Outstanding balances are in line with previous months
2023-09-30,2222,1619205,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,16359,16359,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1619205,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,16552,16552,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1619205,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,27540,27540,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1619205,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,42874,42874,0,match,No,Outstanding balances are in line with previous months
2024-01-28,2222,1619205,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,39568,39568,0,match,No,Outstanding balances are in line with previous months
2024-02-27,2222,1619205,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,20851,26149,-5298,break,Yes,Huge spike in outstanding balances
2023-09-30,1111,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,13828,13828,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,16234,16234,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,21300,21300,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,12480,12480,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,44608,44608,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,41006,41006,0,match,No,Outstanding balances are in line with previous months
2023-09-30,1111,1634789,4398,EUR,ALL OTHER LOANS,PRINCIPAL,25987,25987,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1634789,4398,EUR,ALL OTHER LOANS,PRINCIPAL,14274,14274,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1634789,4398,EUR,ALL OTHER LOANS,PRINCIPAL,31069,31069,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1634789,4398,EUR,ALL OTHER LOANS,PRINCIPAL,37100,37100,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1634789,4398,EUR,ALL OTHER LOANS,PRINCIPAL,16618,16618,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1634789,4398,EUR,ALL OTHER LOANS,PRINCIPAL,25236,25236,0,match,No,Outstanding balances are in line with previous months
2023-09-30,1111,1619205,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,35178,35178,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1619205,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,15093,15093,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1619205,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,17755,17755,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1619205,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,29388,29388,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1619205,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,45810,45810,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1619205,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,39553,49239,-9686,break,Yes,Huge spike in outstanding balances
2023-09-30,2222,1619205,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,16096,16096,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1619205,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,34907,34907,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1619205,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,11039,11039,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1619205,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,11951,11951,0,match,No,Outstanding balances are in line with previous months
2024-01-28,2222,1619205,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,46056,46056,0,match,No,Outstanding balances are in line with previous months
2024-02-27,2222,1619205,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,38425,38425,0,match,No,Outstanding balances are in line with previous months
2023-09-30,2222,1619205,5402,EUR,ALL OTHER LOANS,PRINCIPAL,10314,10314,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1619205,5402,EUR,ALL OTHER LOANS,PRINCIPAL,48359,48359,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1619205,5402,EUR,ALL OTHER LOANS,PRINCIPAL,47744,47744,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1619205,5402,EUR,ALL OTHER LOANS,PRINCIPAL,30154,30154,0,match,No,Outstanding balances are in line with previous months
2024-01-28,2222,1619205,5402,EUR,ALL OTHER LOANS,PRINCIPAL,49128,49128,0,match,No,Outstanding balances are in line with previous months
2024-02-27,2222,1619205,5402,EUR,ALL OTHER LOANS,PRINCIPAL,36101,23830,12271,break,Yes,Sudden drop in IHub balance
2023-09-30,0000,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,29244,29244,0,match,No,Outstanding balances are in line with previous months
2023-10-30,0000,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,10838,10838,0,match,No,Outstanding balances are in line with previous months
2023-11-29,0000,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,49668,49668,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,40369,40369,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,45368,45368,0,match,No,Outstanding balances are in line with previous months
2024-02-27,0000,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,13728,13728,0,match,No,Outstanding balances are in line with previous months
2023-09-30,0000,1623456,6783,EUR,ALL OTHER LOANS,PRINCIPAL,20070,20070,0,match,No,Outstanding balances are in line with previous months
2023-10-30,0000,1623456,6783,EUR,ALL OTHER LOANS,PRINCIPAL,20750,20750,0,match,No,Outstanding balances are in line with previous months
2023-11-29,0000,1623456,6783,EUR,ALL OTHER LOANS,PRINCIPAL,16223,16223,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1623456,6783,EUR,ALL OTHER LOANS,PRINCIPAL,22396,22396,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1623456,6783,EUR,ALL OTHER LOANS,PRINCIPAL,39024,39024,0,match,No,Outstanding balances are in line with previous months
2024-02-27,0000,1623456,6783,EUR,ALL OTHER LOANS,PRINCIPAL,14041,3031,11010,break,Yes,Sudden drop in IHub balance
2023-09-30,1111,1623456,4398,EUR,ALL OTHER LOANS,PRINCIPAL,11960,11960,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1623456,4398,EUR,ALL OTHER LOANS,PRINCIPAL,36804,36804,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1623456,4398,EUR,ALL OTHER LOANS,PRINCIPAL,32053,32053,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1623456,4398,EUR,ALL OTHER LOANS,PRINCIPAL,39137,39137,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1623456,4398,EUR,ALL OTHER LOANS,PRINCIPAL,25227,25227,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1623456,4398,EUR,ALL OTHER LOANS,PRINCIPAL,20782,20782,0,match,No,Outstanding balances are in line with previous months
2023-09-30,1111,1634789,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,21782,21782,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1634789,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,33046,33046,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1634789,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,26021,26021,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1634789,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,12643,12643,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1634789,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,39448,39448,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1634789,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,24433,31925,-7492,break,Yes,Huge spike in outstanding balances
2023-09-30,2222,1623456,5402,USD,ALL OTHER LOANS,PRINCIPAL,33945,33945,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1623456,5402,USD,ALL OTHER LOANS,PRINCIPAL,11825,11825,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1623456,5402,USD,ALL OTHER LOANS,PRINCIPAL,10898,10898,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1623456,5402,USD,ALL OTHER LOANS,PRINCIPAL,30718,30718,0,match,No,Outstanding balances are in line with previous months
2024-01-28,2222,1623456,5402,USD,ALL OTHER LOANS,PRINCIPAL,42489,42489,0,match,No,Outstanding balances are in line with previous months
2024-02-27,2222,1623456,5402,USD,ALL OTHER LOANS,PRINCIPAL,39517,39517,0,match,No,Outstanding balances are in line with previous months
2023-09-30,0000,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,11835,11835,0,match,No,Outstanding balances are in line with previous months
2023-10-30,0000,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,16802,16802,0,match,No,Outstanding balances are in line with previous months
2023-11-29,0000,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,47324,47324,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,12336,12336,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,30758,30758,0,match,No,Outstanding balances are in line with previous months
2024-02-27,0000,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,10691,-3597,14288,break,Yes,Sudden drop in IHub balance
2023-09-30,2222,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,35057,34596,461,break,Yes,Inconsistent variations in outstanding balances
2023-10-30,2222,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,15253,15193,60,break,Yes,Inconsistent variations in outstanding balances
2023-11-29,2222,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,22801,23322,-521,break,Yes,Inconsistent variations in outstanding balances
2023-12-29,2222,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,16950,16072,878,break,Yes,Inconsistent variations in outstanding balances
2024-01-28,2222,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,15187,14631,556,break,Yes,Inconsistent variations in outstanding balances
2024-02-27,2222,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,34210,34005,205,break,Yes,Inconsistent variations in outstanding balances
2023-09-30,1111,1634789,6783,EUR,ALL OTHER LOANS,PRINCIPAL,36505,37077,-572,break,Yes,Inconsistent variations in outstanding balances
2023-10-30,1111,1634789,6783,EUR,ALL OTHER LOANS,PRINCIPAL,30329,31009,-680,break,Yes,Inconsistent variations in outstanding balances
2023-11-29,1111,1634789,6783,EUR,ALL OTHER LOANS,PRINCIPAL,12054,12529,-475,break,Yes,Inconsistent variations in outstanding balances
2023-12-29,1111,1634789,6783,EUR,ALL OTHER LOANS,PRINCIPAL,26839,26557,282,break,Yes,Inconsistent variations in outstanding balances
2024-01-28,1111,1634789,6783,EUR,ALL OTHER LOANS,PRINCIPAL,13639,14443,-804,break,Yes,Inconsistent variations in outstanding balances
2024-02-27,1111,1634789,6783,EUR,ALL OTHER LOANS,PRINCIPAL,36571,37463,-892,break,Yes,Inconsistent variations in outstanding balances
2023-09-30,2222,1623456,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,40240,40240,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1623456,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,36291,36291,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1623456,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,44569,44569,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1623456,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,39018,39018,0,match,No,Outstanding balances are in line with previous months
2024-01-28,2222,1623456,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,48293,48293,0,match,No,Outstanding balances are in line with previous months
2024-02-27,2222,1623456,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,10447,-3383,13830,break,Yes,Sudden drop in IHub balance
2023-09-30,1111,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,39322,39322,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,16326,16326,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,20859,20859,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,47118,47118,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,28459,28459,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,22294,32126,-9832,break,Yes,Huge spike in outstanding balances
2023-09-30,1111,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,31957,31957,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,30883,30883,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,38797,38797,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,45431,45431,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,30296,30296,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,33076,33076,0,match,No,Outstanding balances are in line with previous months
2023-09-30,0000,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,13092,12832,260,break,Yes,Inconsistent variations in outstanding balances
2023-10-30,0000,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,48068,48024,44,break,Yes,Inconsistent variations in outstanding balances
2023-11-29,0000,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,23689,23085,604,break,Yes,Inconsistent variations in outstanding balances
2023-12-29,0000,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,32981,33645,-664,break,Yes,Inconsistent variations in outstanding balances
2024-01-28,0000,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,31485,30633,852,break,Yes,Inconsistent variations in outstanding balances
2024-02-27,0000,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,13008,12926,82,break,Yes,Inconsistent variations in outstanding balances
2023-09-30,2222,1619205,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,37178,37178,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1619205,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,34598,34598,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1619205,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,36573,36573,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1619205,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,10216,10216,0,match,No,Outstanding balances are in line with previous months
2024-01-28,2222,1619205,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,45394,45394,0,match,No,Outstanding balances are in line with previous months
2024-02-27,2222,1619205,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,29438,19524,9914,break,Yes,Sudden drop in IHub balance
2023-09-30,0000,1634789,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,39968,39968,0,match,No,Outstanding balances are in line with previous months
2023-10-30,0000,1634789,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,23287,23287,0,match,No,Outstanding balances are in line with previous months
2023-11-29,0000,1634789,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,34488,34488,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1634789,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,35618,35618,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1634789,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,34897,34897,0,match,No,Outstanding balances are in line with previous months
2024-02-27,0000,1634789,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,47051,55916,-8865,break,Yes,Huge spike in outstanding balances
2023-09-30,2222,1623456,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,47518,47518,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1623456,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,17235,17235,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1623456,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,42660,42660,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1623456,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,34555,34555,0,match,No,Outstanding balances are in line with previous months
2024-01-28,2222,1623456,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,32932,32932,0,match,No,Outstanding balances are in line with previous months
2024-02-27,2222,1623456,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,48391,63119,-14728,break,Yes,Huge spike in outstanding balances
2023-09-30,0000,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,11300,11300,0,match,No,Outstanding balances are in line with previous months
2023-10-30,0000,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,39285,39285,0,match,No,Outstanding balances are in line with previous months
2023-11-29,0000,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,45731,45731,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,13344,13344,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,11461,11461,0,match,No,Outstanding balances are in line with previous months
2024-02-27,0000,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,38090,38090,0,match,No,Outstanding balances are in line with previous months
2023-09-30,1111,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,17492,17492,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,30304,30304,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,27305,27305,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,47555,47555,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,46697,46697,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,48316,57693,-9377,break,Yes,Huge spike in outstanding balances
2023-09-30,2222,1634789,4398,EUR,ALL OTHER LOANS,PRINCIPAL,10376,11316,-940,break,Yes,Inconsistent variations in outstanding balances
2023-10-30,2222,1634789,4398,EUR,ALL OTHER LOANS,PRINCIPAL,33504,34001,-497,break,Yes,Inconsistent variations in outstanding balances
2023-11-29,2222,1634789,4398,EUR,ALL OTHER LOANS,PRINCIPAL,45162,44577,585,break,Yes,Inconsistent variations in outstanding balances
2023-12-29,2222,1634789,4398,EUR,ALL OTHER LOANS,PRINCIPAL,48898,48239,659,break,Yes,Inconsistent variations in outstanding balances
2024-01-28,2222,1634789,4398,EUR,ALL OTHER LOANS,PRINCIPAL,26480,26095,385,break,Yes,Inconsistent variations in outstanding balances
2024-02-27,2222,1634789,4398,EUR,ALL OTHER LOANS,PRINCIPAL,42812,42122,690,break,Yes,Inconsistent variations in outstanding balances
2023-09-30,1111,1623456,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,34539,34539,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1623456,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,26652,26652,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1623456,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,17510,17510,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1623456,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,38276,38276,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1623456,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,48442,48442,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1623456,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,36005,44174,-8169,break,Yes,Huge spike in outstanding balances
2023-09-30,0000,1623456,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,13442,12909,533,break,Yes,Inconsistent variations in outstanding balances
2023-10-30,0000,1623456,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,40411,41044,-633,break,Yes,Inconsistent variations in outstanding balances
2023-11-29,0000,1623456,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,41680,41515,165,break,Yes,Inconsistent variations in outstanding balances
2023-12-29,0000,1623456,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,23432,23094,338,break,Yes,Inconsistent variations in outstanding balances
2024-01-28,0000,1623456,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,16645,16067,578,break,Yes,Inconsistent variations in outstanding balances
2024-02-27,0000,1623456,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,49147,48514,633,break,Yes,Inconsistent variations in outstanding balances
2023-09-30,0000,1623456,6783,USD,ALL OTHER LOANS,DEFERRED COSTS,27319,27319,0,match,No,Outstanding balances are in line with previous months
2023-10-30,0000,1623456,6783,USD,ALL OTHER LOANS,DEFERRED COSTS,13994,13994,0,match,No,Outstanding balances are in line with previous months
2023-11-29,0000,1623456,6783,USD,ALL OTHER LOANS,DEFERRED COSTS,33518,33518,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1623456,6783,USD,ALL OTHER LOANS,DEFERRED COSTS,39747,39747,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1623456,6783,USD,ALL OTHER LOANS,DEFERRED COSTS,46834,46834,0,match,No,Outstanding balances are in line with previous months
